"Марка","Модель","Год выпуска","Тип кузова","Объём двигателя","Пробег","Цена","Город","Дата публикации","Ссылка на объявление"
BYD,"FangChengBao Leopard 5",2025,"Внедорожник","1.5 (гибрид)",,"21 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/186368641
Lexus,"LX 570",2011,"Внедорожник","5.7 (бензин)","124 000 км","23 000 000 ₸","Алматы",2025-07-07T14:20:39+05:00,https://kolesa.kz/a/show/191030811
Mercedes-Benz,"E 43 AMG",2017,Седан,"3 (бензин)","78 000 км","30 000 000 ₸","Алматы",2025-07-05T06:24:20+05:00,https://kolesa.kz/a/show/182527304
Mercedes-Benz,"E 450",2023,Седан,"3 (бензин)","7 500 км","31 500 000 ₸","Алматы",2025-07-06T18:23:05+05:00,https://kolesa.kz/a/show/165929734
Zeekr,009,2023,"Минивэн",,"24 000 км","26 500 000 ₸","Алматы",2025-07-04T21:13:16+05:00,https://kolesa.kz/a/show/175852338
Li,L9,2023,"Кроссовер","1.5 (гибрид)","75 000 км","25 500 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/189149318
HiPhi,Y,2024,"Кроссовер",,,"31 987 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192568717
Toyota,"Land Cruiser",2016,"Внедорожник","4.6 (бензин)",,"33 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/189030376
BMW,540,2020,Седан,"3 (бензин)","75 000 км","30 500 000 ₸","Алматы",2025-07-04T19:57:47+05:00,https://kolesa.kz/a/show/193266889
Mercedes-Benz,"E 200",2021,Седан,"2 (бензин)","53 000 км","31 000 000 ₸","Алматы",2025-07-06T01:02:07+05:00,https://kolesa.kz/a/show/184168547
Toyota,Hilux,2024,"Пикап","4 (бензин)",,"31 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/182347570
Toyota,Hilux,2025,"Пикап","4 (бензин)","25 км","30 500 000 ₸","Алматы",2025-07-02T15:18:26+05:00,https://kolesa.kz/a/show/193078652
Hyundai,Palisade,2022,"Кроссовер","3.8 (бензин)","32 000 км","24 000 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/183633922
Hyundai,Tucson,2025,"Кроссовер","2.5 (бензин)",,"21 000 000 ₸","Алматы",2025-07-07T15:22:53+05:00,https://kolesa.kz/a/show/191755614
Genesis,G90,2022,Седан,"3.5 (бензин)","21 000 км","33 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/189000553
Li,L9,2024,"Внедорожник","1.5 (гибрид)",,"29 564 151 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193299436
Li,L7,2025,"Кроссовер","1.5 (гибрид)","37 км","27 500 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/191713635
Toyota,"Land Cruiser",2013,"Внедорожник","4.6 (бензин)","170 000 км","23 500 000 ₸","Алматы",2025-07-03T16:38:56+05:00,https://kolesa.kz/a/show/190980593
Lexus,"LX 450",2015,"Внедорожник","4.5 (дизель)","173 389 км","30 495 000 ₸","Алматы",2025-07-03T16:25:18+05:00,https://kolesa.kz/a/show/180038711
Lexus,"LX 570",2013,"Внедорожник","5.7 (бензин)","148 000 км","26 500 000 ₸","Алматы",2025-07-04T20:29:15+05:00,https://kolesa.kz/a/show/192636723
Mercedes-Benz,"S 63 AMG",2014,Седан,"5.5 (бензин)","85 000 км","29 500 000 ₸","Алматы",2025-07-02T17:44:16+05:00,https://kolesa.kz/a/show/190660418
Mercedes-Benz,"E 200",2022,Седан,"2 (бензин)","24 000 км","24 000 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/193225629
Toyota,Camry,2022,Седан,"2.5 (бензин)","130 км","21 500 000 ₸","Алматы",2025-07-06T21:29:13+05:00,https://kolesa.kz/a/show/148234594
Toyota,Camry,2024,Седан,"2.5 (бензин)","20 000 км","24 000 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/193222844
Toyota,"Land Cruiser",2016,"Внедорожник","4.6 (бензин)",,"31 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/193297611
Mercedes-Benz,"V 250",2015,"Минивэн","2 (бензин)",,"21 500 000 ₸","Алматы",2025-07-06T21:41:51+05:00,https://kolesa.kz/a/show/143897021
BYD,"FangChengBao Leopard 8",2025,"Внедорожник","2 (гибрид)",,"32 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/183622208
Toyota,Camry,2022,Седан,"3.5 (бензин)","55 000 км","20 500 000 ₸","Алматы",2025-07-07T18:25:47+05:00,https://kolesa.kz/a/show/169784327
Li,L7,2024,"Внедорожник","1.5 (гибрид)",,"22 612 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/174558796
BMW,530,2021,Седан,"2 (бензин)","29 800 км","27 000 000 ₸","Алматы",2025-07-06T18:11:32+05:00,https://kolesa.kz/a/show/193399276
Li,L7,2025,"Кроссовер","1.5 (гибрид)",,"22 546 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/188811497
Kia,Carnival,2021,"Минивэн","3.5 (бензин)","40 000 км","21 000 000 ₸","Алматы",2025-07-07T15:29:21+05:00,https://kolesa.kz/a/show/169943259
Hyundai,Staria,2023,"Минивэн","3.5 (бензин)","33 000 км","24 500 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/163483166
BMW,540,2020,Седан,"3 (бензин)","50 000 км","28 000 000 ₸","Алматы",2025-07-07T13:50:39+05:00,https://kolesa.kz/a/show/191119023
Hyundai,Palisade,2023,"Кроссовер","3.5 (бензин)","30 000 км","26 500 000 ₸","Алматы",2025-07-04T19:16:15+05:00,https://kolesa.kz/a/show/168582699
Hyundai,"Santa Fe",2024,"Внедорожник","2.5 (бензин)","20 000 км","23 500 000 ₸","Алматы",2025-07-03T20:22:28+05:00,https://kolesa.kz/a/show/183305792
Li,L7,2024,"Кроссовер","1.5 (гибрид)","21 000 км","20 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/190653901
Toyota,"Land Cruiser",2015,"Внедорожник","4.6 (бензин)","113 000 км","27 000 000 ₸","Алматы",2025-07-06T20:12:38+05:00,https://kolesa.kz/a/show/185247416
Porsche,Panamera,2015,"Лифтбек","3.6 (бензин)","97 000 км","31 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/183829273
Toyota,"Land Cruiser",2017,"Внедорожник","4.6 (бензин)","250 000 км","30 000 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/192506166
Toyota,"Land Cruiser",2020,"Внедорожник","4 (бензин)","75 000 км","21 000 000 ₸","Алматы",2025-07-07T17:36:16+05:00,https://kolesa.kz/a/show/192100895
"Ретро-автомобили",Willys,1942,"Внедорожник","2.2 (бензин)","450 км","26 000 000 ₸","Алматы",2025-07-02T21:18:25+05:00,https://kolesa.kz/a/show/183621927
Kia,Sorento,2023,"Кроссовер","2.5 (бензин)","12 000 км","21 000 000 ₸","Алматы",2025-07-07T13:03:55+05:00,https://kolesa.kz/a/show/183373864
Jeep,Wrangler,2018,"Внедорожник","3.6 (бензин)","150 000 км","27 500 000 ₸","Алматы",2025-07-07T08:56:35+05:00,https://kolesa.kz/a/show/180051740
Toyota,Highlander,2020,"Кроссовер","3.5 (бензин)","66 500 км","24 500 000 ₸","Алматы",2025-07-07T15:53:02+05:00,https://kolesa.kz/a/show/190066962
Toyota,Camry,2025,Седан,"2.5 (гибрид)","2 500 км","24 000 000 ₸","Алматы",2025-07-04T04:51:20+05:00,https://kolesa.kz/a/show/190903714
Toyota,4Runner,2022,"Внедорожник","4 (бензин)","40 000 км","33 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/187663073
Changan,"Hunter Plus",2025,"Пикап","2 (бензин)",,"33 000 000 ₸","Алматы",2025-07-07T19:01:11+05:00,https://kolesa.kz/a/show/193478162
Tank,300,2025,"Внедорожник","2 (бензин)",,"22 690 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/178570083
Zeekr,009,2023,"Минивэн",,"9 500 км","29 500 000 ₸","Алматы",2025-07-01T23:59:59+05:00,https://kolesa.kz/a/show/192942672
Porsche,Cayenne,2018,"Кроссовер","3 (бензин)","28 000 км","28 000 000 ₸","Алматы",2025-07-07T16:09:51+05:00,https://kolesa.kz/a/show/193465728
Porsche,Cayenne,2015,"Кроссовер","3.6 (бензин)","99 000 км","22 000 000 ₸","Алматы",2025-07-07T16:49:36+05:00,https://kolesa.kz/a/show/192290284
Hyundai,Palisade,2023,"Кроссовер","3.8 (бензин)","36 000 км","23 500 000 ₸","Алматы",2025-07-03T17:52:44+05:00,https://kolesa.kz/a/show/193178566
Toyota,Highlander,2022,"Кроссовер","3.5 (бензин)","25 000 км","22 000 000 ₸","Алматы",2025-07-07T15:34:45+05:00,https://kolesa.kz/a/show/193452701
BMW,530,2022,Седан,"2 (бензин)","12 000 км","31 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/193285428
Li,L7,2024,"Кроссовер","1.5 (гибрид)","50 км","22 630 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/184434284
Toyota,"Land Cruiser Prado",2019,"Внедорожник","2.7 (бензин)","105 000 км","23 000 000 ₸","Алматы",2025-07-07T10:14:56+05:00,https://kolesa.kz/a/show/167997230
Infiniti,QX80,2021,"Внедорожник","5.6 (бензин)","75 000 км","28 000 000 ₸","Алматы",2025-07-07T19:30:10+05:00,https://kolesa.kz/a/show/191634018
Li,L7,2023,"Кроссовер","1.5 (гибрид)","26 000 км","23 500 000 ₸","Алматы",2025-07-03T21:08:37+05:00,https://kolesa.kz/a/show/162273624
Toyota,Sequoia,2013,"Внедорожник","5.7 (бензин)","220 000 км","24 000 000 ₸","Алматы",2025-07-04T14:04:30+05:00,https://kolesa.kz/a/show/162281553
Toyota,"Land Cruiser Prado",2019,"Внедорожник","2.7 (бензин)","45 000 км","28 500 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/191716562
Toyota,Sienna,2022,"Минивэн","2.5 (гибрид)","94 000 км","23 500 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/180808487
Li,L7,2025,"Кроссовер","1.5 (гибрид)",,"25 990 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192871287
Mercedes-Benz,"G 63 AMG",2013,"Внедорожник","5.5 (бензин)","120 000 км","31 000 000 ₸","Алматы",2025-07-05T13:05:57+05:00,https://kolesa.kz/a/show/193309307
Mercedes-Benz,"GLE Coupe 350d",2016,"Кроссовер","3 (дизель)","160 000 км","26 500 000 ₸","Алматы",2025-07-04T20:30:46+05:00,https://kolesa.kz/a/show/190765623
BMW,M5,2012,Седан,"4.4 (бензин)","167 000 км","21 000 000 ₸","Алматы",2025-07-07T15:25:53+05:00,https://kolesa.kz/a/show/192215854
Toyota,4Runner,2020,"Внедорожник","4 (бензин)","101 038 км","22 600 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/192996859
Lexus,"RX 300",2021,"Кроссовер","2 (бензин)","48 654 км","24 500 000 ₸","Алматы",2025-07-06T16:08:18+05:00,https://kolesa.kz/a/show/190555148
BMW,M5,2014,Седан,"4.4 (бензин)","112 000 км","31 000 000 ₸","Алматы",2025-07-05T19:41:43+05:00,https://kolesa.kz/a/show/191767011
Li,L9,2023,"Кроссовер","1.5 (гибрид)","23 000 км","24 000 000 ₸","Алматы",2025-07-04T18:45:43+05:00,https://kolesa.kz/a/show/187177513
Lexus,"LX 570",2016,"Внедорожник","5.7 (бензин)","230 500 км","33 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/184934093
Lexus,"RX 450h",2022,"Кроссовер","3.5 (бензин)","16 000 км","26 000 000 ₸","Алматы",2025-07-02T22:20:45+05:00,https://kolesa.kz/a/show/178840257
"Land Rover","Range Rover Sport",2015,"Внедорожник","3 (бензин)","86 000 км","21 000 000 ₸","Алматы",2025-07-07T15:06:33+05:00,https://kolesa.kz/a/show/193460649
Mercedes-Benz,"GLE Coupe 400",2018,"Кроссовер","3 (бензин)","46 439 км","33 000 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/181672804
"Land Rover","Range Rover Sport",2019,"Внедорожник","3 (бензин)","80 000 км","33 000 000 ₸","Алматы",2025-07-07T08:27:20+05:00,https://kolesa.kz/a/show/190157339
Toyota,"Land Cruiser Prado",2023,"Внедорожник","4 (бензин)","95 000 км","33 000 000 ₸","Алматы",2025-07-07T08:29:12+05:00,https://kolesa.kz/a/show/191540067
"Land Rover","Range Rover Sport",2018,"Внедорожник","3 (бензин)","72 545 км","33 000 000 ₸","Алматы",2025-07-07T19:36:24+05:00,https://kolesa.kz/a/show/193480817
Toyota,"Land Cruiser",2017,"Внедорожник","4.6 (бензин)","157 949 км","31 900 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/190202911
Toyota,Camry,2024,Седан,"2.5 (гибрид)","2 300 км","24 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/191810980
Toyota,"RAV 4",2025,"Кроссовер","2 (бензин)","1 км","22 690 000 ₸","Алматы",2025-07-07T11:31:16+05:00,https://kolesa.kz/a/show/183348788
Mercedes-Benz,"GLE Coupe 43 AMG",2018,"Кроссовер","3 (бензин)","85 000 км","29 000 000 ₸","Алматы",2025-07-06T20:29:04+05:00,https://kolesa.kz/a/show/191009874
Hyundai,Palisade,2023,"Кроссовер","3.8 (бензин)","23 000 км","24 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/191668909
Porsche,Panamera,2012,"Лифтбек","3.6 (бензин)","116 000 км","25 500 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/192816926
Lexus,"GX 460",2020,"Внедорожник","4.6 (бензин)","96 000 км","33 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/156856705
Toyota,"Land Cruiser Prado",2015,"Внедорожник","4 (бензин)","98 000 км","23 000 000 ₸","Алматы",2025-07-07T13:50:32+05:00,https://kolesa.kz/a/show/193454885
Toyota,"Land Cruiser",2012,"Внедорожник","4.6 (бензин)",,"21 000 000 ₸","Алматы",2025-07-07T14:41:18+05:00,https://kolesa.kz/a/show/191529112
BMW,X5,2019,"Кроссовер","3 (бензин)",,"24 500 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/193205507
BMW,X5,2019,"Кроссовер","3 (бензин)","87 000 км","33 000 000 ₸","Алматы",2025-07-07T19:33:10+05:00,https://kolesa.kz/a/show/188963176
Mercedes-Benz,"GLE Coupe 400",2016,"Кроссовер","3 (бензин)","111 111 км","24 000 000 ₸","Алматы",2025-07-04T11:43:39+05:00,https://kolesa.kz/a/show/191832792
Rox,01,2025,"Внедорожник","1.5 (гибрид)",,"24 900 000 ₸","Алматы",2025-07-07T12:05:27+05:00,https://kolesa.kz/a/show/189678509
Lexus,"RX 350",2021,"Кроссовер","3.5 (бензин)","103 500 км","32 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193452257
Toyota,HiAce,2024,"Микроавтобус","2.8 (дизель)","1 км","29 590 000 ₸","Алматы",2025-07-07T11:32:19+05:00,https://kolesa.kz/a/show/179435266
Audi,A6,2021,Седан,"2 (бензин)","52 660 км","21 090 000 ₸","Алматы",2025-07-07T11:51:18+05:00,https://kolesa.kz/a/show/191160940
Li,L9,2023,"Кроссовер","1.5 (бензин)","13 000 км","24 500 000 ₸","Алматы",2025-07-06T15:52:19+05:00,https://kolesa.kz/a/show/193390626
Lexus,"ES 250",2022,Седан,"2.5 (бензин)","40 000 км","24 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/193184828
Lexus,"RX 350",2023,"Кроссовер","2.4 (бензин)","18 201 км","33 000 000 ₸","Алматы",2025-07-06T16:08:04+05:00,https://kolesa.kz/a/show/191251735
Toyota,Highlander,2022,"Кроссовер","2.5 (гибрид)","40 500 км","22 600 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/193082116
Lexus,"ES 300h",2022,Седан,"2.5 (гибрид)","56 000 км","24 500 000 ₸","Алматы",2025-07-06T21:26:29+05:00,https://kolesa.kz/a/show/174462760
Lexus,"ES 350",2021,Седан,"3.5 (бензин)","3 725 км","33 000 000 ₸","Алматы",2025-07-07T00:11:42+05:00,https://kolesa.kz/a/show/191546861
Hyundai,Palisade,2021,"Кроссовер","3.8 (бензин)","55 000 км","21 000 000 ₸","Алматы",2025-07-07T13:05:06+05:00,https://kolesa.kz/a/show/193450836
Toyota,"Land Cruiser",2014,"Внедорожник","4.6 (бензин)",,"24 500 000 ₸","Алматы",2025-07-06T11:52:54+05:00,https://kolesa.kz/a/show/187664125
Ford,F-Series,2011,"Пикап","5.4 (бензин)",,"22 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193083193
Changan,UNI-K,2025,"Кроссовер","2 (бензин)",,"21 290 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/188453415
Li,L7,2025,"Кроссовер","1.5 (гибрид)","20 км","29 000 000 ₸","Алматы",2025-07-06T23:44:21+05:00,https://kolesa.kz/a/show/193422353
Maybach,57,2003,Седан,"5.5 (бензин)","150 000 км","33 000 000 ₸","Алматы",2025-07-07T15:23:03+05:00,https://kolesa.kz/a/show/172457872
BMW,540,2018,Седан,"3 (бензин)","186 000 км","21 000 000 ₸","Алматы",2025-07-07T14:53:41+05:00,https://kolesa.kz/a/show/189887013
Toyota,"Land Cruiser",2014,"Внедорожник","4.6 (бензин)","169 000 км","24 550 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/191621724
Genesis,GV80,2021,"Кроссовер","3.5 (бензин)","59 000 км","32 000 000 ₸","Алматы",2025-07-07T19:21:17+05:00,https://kolesa.kz/a/show/193478640
"Land Rover","Range Rover Sport",2014,"Внедорожник","5 (бензин)",,"27 500 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/188643023
